start_segment,end_segment,text
0.0,4.0,O Podiqueche que você ouve agora uma produção da Centra III.
4.0,17.0,Começa agora ao Chadreis Verbal.
17.0,27.0,Bom crepúsculo ouvintes da Centra III está começando mais o Medição do Chadreis Verbal.
28.0,33.0,O nosso arrevista semanal de política internacional em formato Podiqueche.
33.0,36.0,Meu nome é Matias Pinti como sempre estou ao lado dele.
36.0,43.0,"Meu amigo e companheiro, Felipe Nobre, Figueiredo, o homem por trás da tabuleiro."
43.0,45.0,"Olá, meu caramatias. Olá, todos nós ouvintes."
45.0,48.0,Todo mundo que nos houve nos prestigios nos divulgamos tolera nos âmonos deseja.
49.0,57.0,"Desqui nos odeia, mais um nos tira do ouvido, chegando aqui mais uma edição do Chadreis Verbal."
57.0,64.0,"Programa de número 388. Você tem algum ônibus com esse número, meu caramatias?"
64.0,74.0,"888. Olha, Felipe, no último final de semana fiquei novamente na casa dos meus amigos Daniel e Anne Luise."
75.0,84.0,"Daniel é um busólogo, gosta de ele e falou que o 388 é a maior linha do Rio de Janeiro em extensão."
84.0,88.0,A linha Cesarão terminal da Candelária.
88.0,92.0,"Candelária eu conheço, Cesarão não faça a mínimidade onde seja."
92.0,94.0,"Pois é, também não conheço."
94.0,98.0,Se você está nos ouvindo no Cesarão um abraço para você.
98.0,100.0,E vai pela vinha da Brasil?
101.0,106.0,A vinha da Brasil que todos conhecemos por causa da novela que revelou a lei da Pereira para o Brasil.
109.0,116.0,"E antes da gente começar, sempre iniciamos o programa com os comentários corressões sobre o programa passado."
116.0,131.0,"Então, tanto o Pedro quanto o Roberto Nogata trouxeram a informação que o calibre do RIFLE AR15 que foi utilizado para no atentado contra o Donald Trump,"
131.0,146.0,"era um calibre, o 5.5, o 5.5, o 5.5, o 5.5, o 5.5, o 6, o padrão otê, não era um ponto 22, o ponto 22 ou o ponto 22 LR, é aquela munição mais de diâmetro menor,"
146.0,158.0,"mais fraca entre aspas, essa embora seja um calibre muito parecido, ele tem ali uma casinha, a mais, ele tem um stojo maior com mais pòvora"
158.0,171.0,"e um projeto mais pesado, então ele é um projeto mais capaz, eu peço desculpas pela confusão, porém eu queria registrar que tenha R15 com o calibre 22 LR sim,"
171.0,186.0,"então não é que eu também cheguei a inventar o RIFLE, foi a informação que tinha ali na hora sobre o calibre da munição que atingiu o Donald Trump, e inclusive tivemos uma pessoa que faleceu no episódio,"
186.0,190.0,"então a gente agradece aos melhores ouvintes do mundo pela ajuda,"
190.0,194.0,"passamos agora para o primeiro bloco do giro de notícias,"
194.0,198.0,"de notícias,"
213.0,216.0,"giro de notícias,"
216.0,233.0,"notícias da sexta-feira passada de 19 de julho, União Europeia assina a cor do para exploração de lítio,"
233.0,249.0,"a União Europeia e a Cérvia assinaram acordo para exploração da mina de jadar, que contém lítio, é considerado nos maiores reservas de lítio potenciais do mundo,"
249.0,264.0,"e também boro, que é aquele mineral que muitas pessoas talvez se lembrem, tem alguma referência, por conta da tragédia de Chernobyl, que inclusive é mencionada na série Chernobyl,"
264.0,276.0,"que eles tentam usar o boro ali para cobrir o rombro no reator, essa mina tem 108 milhões de toneladas, deminérios,"
276.0,287.0,"porém não são 108 milhões de toneladas de lítio, o óxido de lítio está misturado ali no solo,"
287.0,297.0,"então você precisa ter também um processamento do que será minerado, e recentemente a gente comentou dessa notícia,"
297.0,298.0,por que?
298.0,308.0,"Porque inicialmente o governo serviu assinou um acordo com a Rio Tinto, uma das maiores mineradoras do mundo,"
308.0,314.0,alguns diriam que uma das maiores cometeroras de crimes ambientais do mundo também...
314.0,315.0,Não se esclui...
315.0,321.0,"Não, mas não somos nós que estamos falando via devogados, algumas pessoas diriam isso."
321.0,332.0,"E aí, em 2022, início de 2022, a gente comentou isso aqui no programa, nós tivemos vários protestos na Serbia contra o projeto por razões ambientais,"
332.0,337.0,e a Serbia revogou o acordo com o Rio Tinto.
337.0,349.0,"Nesse mês, entretanto, a Suprema Corte da Serbia disse que a revogação do acordo pelo governo serviu foi inconstitucional,"
349.0,359.0,"e a Serbia, interessada em cumprir pelo menos parte das metas verdes da União Europeia, pensando no eventosa ascensão,"
359.0,369.0,"um dia, assinou esse acordo agora com a União Europeia para estabelecer os critérios para a exploração dessa reserva."
369.0,372.0,"E isso se liga algo que a gente falou recentemente, né?"
372.0,378.0,"Quando nós tivemos aquela tentativa de golpe de estado na Bolívia, e deu inclusive uma fuzarca muito grande no Twitter,"
378.0,385.0,"porque eu escrevi lá no Twitter que nada indicava que tinha relação com o lítio, aquela tentativa de golpe de estado."
386.0,391.0,"A Bolívia tem grandes reservas de lítio, tem mais uma coisa que a gente falou naquele programa que eu falei no Twitter,"
391.0,394.0,"é, o lítio não é um mineral tão raro assim."
394.0,400.0,"A grande questão do lítio aqui, até agora, pouca, ele nem era procurado direito, porque ele não teria tantas utilidades."
400.0,406.0,"Agora que ele se torna um mineral mais importante, as pessoas vão começar a procurar por mais lítio,"
406.0,411.0,"em locais, inclusive, onde levantamentos geológicos já foram feitos, enfim."
411.0,414.0,"Então, tivemos esse acordo para a exploração de lítio na Serbia."
414.0,423.0,"Na Alemanha, a gente vai passar aqui para algumas notícias europeias brevemente, a Alemanha fechou o centro islâmico de Amburgo,"
423.0,432.0,"afirmando que ele era um local de difusão, de ideias extremistas, e ligado financeiramente ao resbolar,"
432.0,436.0,que é classificado na Alemanha como um grupo terrorista.
436.0,442.0,"Falando em Alemanha, um cidadão alemão foi condenado a morte em Bella Rousse,"
442.0,447.0,lembrando que Bella Rousse é o único país europeu que ainda tem a pena capital.
447.0,452.0,Ele foi condenado por terrorismo e atividades mercenárias.
452.0,463.0,"Não está claro ainda qual teria sido o papel dele, mas, aparentemente, ele foi preso em Bella Rousse"
463.0,468.0,depois de combater na Ucrania pelos Ucranianos.
468.0,475.0,"Então, ele foi preso em Bella Rousse por e condenado por essas atividades mercenárias e terrorismo."
475.0,483.0,"Já cruzando a fronteira da Alemanha, com a Dinamarca, a Polícia de Na Marqueza aprendeu o Canadém-se Paul Watson."
483.0,493.0,Ele foi preso na Groenlandia e ele é um dos maiores atuantes internacionais de combate a Caça as Baleias.
493.0,502.0,O pedido de prisão dele ocorreu 12 anos atrás no Japão que como unicou a Interpol e consequentemente tinha
502.0,508.0,um aviso pela sua detenção no sistema internacional da Interpol.
508.0,515.0,Ele tem 76 anos de idade e o Japão solicitou a sua prisão.
515.0,521.0,Já que em 2010 ele estava em um barco que realizou ataques.
521.0,529.0,"Não sei se tentativa de abarramento, se cair um d'água contra a Baleia e os japoneses nantartica."
529.0,535.0,E os advogados dele dizem que se tratou de uma emboscada.
535.0,543.0,"Porque o alerta vermelho da Interpol, que solicitava sua prisão, desapareceu da internet meses atrás."
543.0,550.0,"Isso daqui é um resumo. Vocês podem ler o relato completo, a reportagem completa."
550.0,560.0,"No autoria do Jorge de Souza, lá no Histórias do Mar, do Al, que já recomendem aqui algumas vezes o trabalho dele."
560.0,565.0,"Continuamos com protestos contra turistas na Espanha, meu caro Matias,"
565.0,573.0,"dessa vez foram em maiorca e finalmente a União Europeia retirou o conselho,"
573.0,582.0,"o europeu mais especificamente, retirou da unguria a capacidade de cediar a cúpula de ministros que ocorreria,"
582.0,594.0,"mas que vem em represália pelo fato de ele ter realizado visitas, a Moscoa e Pequim sem ter debatido essas visitas antes com a União Europeia."
594.0,600.0,"Alguns aos ouvintes podem falar, mas estão punindo o Orban por ter visitado esses países."
600.0,606.0,"A grande questão é que, no momento, ele, como chefe da unguria, como chefe de governo da unguria,"
606.0,613.0,ocupa a presidência rotativa das instituições europeias.
613.0,622.0,"Então, ele, ao visitar Moscoa e ao visitar Pequim, ele, nesse momento, ele não era apenas o primeiro ministro da Unguria,"
622.0,626.0,ele também era o presidente rotativo da União Europeia.
626.0,635.0,"E por isso, no entendimento dos seus colegas, ele deveria ter articulado essas visitas ou consultado antes,"
635.0,640.0,"os seus colegas, perdendo a redundância, e por isso, a punição."
640.0,653.0,Notícia do último domingo de 21 de julho. Suprema a corte de Bangladesh e revisa a lei de cotas após dezenas de mortos em protestos.
653.0,661.0,"Infelizmente, meu caromatias, o número de mortos já passa de 200 pessoas."
661.0,672.0,E mais de 2.500 pessoas presas. Vamos recapitular brevemente o que a gente falou no programa passado.
672.0,679.0,"Bangladesh já vem há anos com crises internas, apesar do seu grande crescimento econômico."
679.0,689.0,"Uma dessas crises é o do desemprego entre os jovens. E em Bangladesh, estava ocorrendo um debate sobre"
689.0,699.0,"a lei de cotas no serviço público. Por que? Quando o Bangladesh se torna independente em 1971, naquele momento era o Paquistão Oriental,"
699.0,710.0,foi instituído uma lei de cotas que determinava que 30% dos cargos públicos seriam ocupados pelos descendentes e familiares
710.0,713.0,de pessoas que lutaram na guerra de independência.
713.0,723.0,"Como a maneira de criar um pequeno aparato de bem-estar social, já que muitas essas famílias perderam os seus parentes,"
723.0,729.0,perderam muitas vezes os homens que garantiam o sustento da casa naquele momento na guerra.
729.0,736.0,"Então, olha só, agora você tem uma viúva com filhos para cuidar, então vamos garantir que os filhos dela têm um emprego."
736.0,741.0,"Essa era lógica, em 1971, mais de 50 anos atrás."
742.0,749.0,"Com o passar do tempo, com duas gerações, entrando na terceira geração depois, criou-se uma espécie de casta,"
749.0,758.0,pessoas que vão ter ali uma carreira pública meio que garantida. E isso foi abolido numa reforma em 2018.
758.0,767.0,"Porém, nesse ano, de 2024, essa lei de cotas foi reinstaurada pela Suprema Corte de Bangladesh,"
767.0,773.0,"dizendo que a reforma de 2018 foi inconstitucional. Então, jovens foram as ruas protestar."
773.0,779.0,"Tivemos uma repressão violentíssima dos protestos que a gente já repercutiu semana passada,"
779.0,788.0,"e nessa semana a repressão se tornou ainda pior. Tivemos polícia nas ruas, tivemos exército nas ruas,"
789.0,800.0,blackout de internet e de televisão e também a formação de grupos contra manifestantes alinhados
800.0,807.0,"ao principal partido político da shake erracina, que é a primeira ministra de Bangladesh,"
807.0,812.0,"basicamente já há 15 anos, essa já é a segunda passagem dela pelo poder."
812.0,820.0,"Então, a repressão continuou, a repressão piorou, repito, passamos dos 200 mortos,"
820.0,828.0,"e a Corte de Bangladesh, a Suprema Corte de Bangladesh, voltou atrás na sua decisão anterior,"
828.0,837.0,"e elaborou uma espécie de meio termo ali, a principal entidade estudante de Bangladesh,"
837.0,849.0,"a pelô da decisão anterior, e aí agora pela nova decisão, 5% dos cargos públicos serão mantidos para famílias de veteranos de guerra,"
849.0,858.0,"2% serão cotas para minorias étnicas, pessoas trans e pessoas com deficiência,"
