start_segment,end_segment,text
0.0,4.0,O Podiqueche que você ouve agora uma produção da Centra ou III.
4.0,16.4,Começa agora ao Chadreis Verbal.
16.4,25.2,Bom crepúsculo ouvintes da Centra ou III está começando mais uma edição do Chadreis
25.2,32.2,"Verbal, a sua revista semanal de política internacional em formato Podiqueche."
32.2,35.2,"Meu nome é Matias Pint, como sempre estou ao lado dele."
35.2,41.2,"Meu amigo e companheiro, Felipe Nobre Figueiredo, homem por trás do tabuleiro."
41.2,42.2,"Olá, meu carmatias."
42.2,44.2,"Olá, todos nós ouvintes."
44.2,48.2,"Todo mundo que nos ouvre nos prestigia nos divulga nos toleros, nos émos nos deseja."
48.2,56.2,"Os que nos odeia mais ou nos tiram do ouvido, chegando aqui a edição de número 393 do Chadreis"
56.2,64.2,"Verbal, a edição de hoje inclusive, teremos convidado, teremos um papo aí com convidado,"
64.2,70.2,muitas horas de fuzorário de instância e estamos gravando esse programa na quinta-feira
70.2,75.2,"de 5 de setembro, 5 do 9 de 24."
75.2,77.2,"Está muito claro, só não vê o que não quer."
77.2,78.2,Está tudo aí.
78.2,85.2,"Matias, nesse setembro, nesse sábado caso nosso ouvinte já esteja ouvindo o programa,"
85.2,87.2,esteja em São Paulo.
87.2,94.2,"Você tem alguma sugestão de passeio pra ele nesse dia, nesse feriado de setembro?"
94.2,101.2,"Olha só que coincidência, Felipe, porque eu estarei presente em uma mesa que ocorrerá"
101.2,109.2,na vigésima setema bienal internacional do livro de São Paulo ao lado do Ariel Palastios
109.2,114.2,a convite da programação arena do podcast Esquilo.
114.2,122.2,"Então vai ocorrer ali as 13 horas na rua K04 ali dentro do pavilhão da bienal do livro,"
122.2,128.2,"que funciona no A&B, não vai marcatar que vai na bienal de artes de São Paulo,"
128.2,129.2,não vai dar tempo.
129.2,131.2,"Você contra a Benal de Ars, então?"
131.2,133.2,"Eu não, está trabalhando."
133.2,137.2,Eu diria que na bienal de artes é onde você conheceu a mãe de seu filho.
137.2,139.2,"Pois é, isso é verdade."
139.2,143.2,"Então, então, se você está cansado de ver essa história, inclusive."
143.2,147.2,"Mas então, você, nosso ouvinte, que sábado, sete de setembro,"
147.2,150.2,"estou vendo isso aqui? Tá, estamos em São Paulo lá, vamos!"
150.2,151.2,Vai!
151.2,157.2,"Em grécia da bienal do livro, Sp.com.br, isso é pra confirmar o indereço,"
157.2,164.2,"avenida Olavo Fontora 1209 em Santana, zona norte de São Paulo e fica aqui,"
164.2,168.2,o agradecimento ao Fabio Oerrara pelo convite.
168.2,171.2,"Uma abração para o Fabio, que é, dentre várias coisas,"
171.2,174.2,produtor do pessoal dos meus amigos dos três elementos.
174.2,175.2,Isso mesmo.
175.2,180.2,"Agora, sem mais delongas, passemos para o primeiro bloco do giro de notícias."
180.2,186.2,Giro de notícias.
186.2,200.2,Doas notícias da sexta-feira passada de 30 de agosto.
200.2,207.2,"Autocomissariado da ONU para os direitos humanos, anunciamos a missão em Bangladesh."
207.2,216.2,"Teremos uma missão, FactFinding, ou seja, uma missão de investigação do autocomissariado da ONU,"
216.2,226.2,"em Bangladesh, uma equipe avançada já se encontrou, inclusive, com líderes estudantes do país."
226.2,238.2,"E a ideia é que essa missão vai pesquisar e vai avaliar, investigar violações e abusos cometidos"
238.2,249.2,por autoridades estatais durante o período de protestos entre 1º de julho e 15 de agosto.
249.2,256.2,"Certamente, ocorreram abusos, tivemos muitas pessoas mortas, a polícia de Bangladesh,"
256.2,259.2,"a gente criticava força policial de Bangladesh aqui há muito tempo,"
259.2,263.2,"porém, ao mesmo tempo, vamos também colocar num contexto maior."
263.2,272.2,"É uma maneira do governo interino buscar uma imagem de que você será um governo democrático,"
272.2,276.2,"que será um governo que vai dialogar com as instituições internacionais,"
276.2,285.2,"então também está inserido nesse processo de consolidação desse governo de Bangladesh, pos protestos."
