start_segment,end_segment,text
0.0,4.0,O Podiqueche que você ouve agora uma produção da Centra III.
4.0,17.0,Começa agora ao Chadreis Verbal.
17.0,27.0,Bumcre Púsculo 20 da Centra III está começando mais uma edição do Chadreis Verbal.
27.0,33.0,A sua revista semanal de política internacional em formato Podcastal.
33.0,38.0,Meu nome é Matias Pinto e há 400 programas.
38.0,46.0,"Eu estou ao lado dele. Meu amigo companheiro, Felipe Nobre Figueiredo, o homem por trás do tabuleiro."
46.0,49.0,"Olá, meu caro Matias. Olá, todos nossos ouvintes."
49.0,53.0,Sou o mundo que nos ove nos prestigia nos divulga nos tolera nos âmanos deseja.
53.0,61.0,"Eu disse que nos odeia, mas eu nos tiro ouvido, chegando a edição de número 400 para os nossos ouvintes."
61.0,71.0,"Quem diria, ano que vem é 10 anos de Podcast, esse ano, 400 edições e detalhe meu caro Matias."
71.0,77.0,Estamos gravando a edição de número 400 no dia 24 do 10 de 2024.
77.0,78.0,Olha aí.
78.0,82.0,"Tudo 2, 4, 0 está tudo aí."
82.0,83.0,Números pares.
83.0,84.0,Números pares.
84.0,86.0,Agora são 1830 inclusive.
86.0,90.0,"Agora são 1830 e eu não sei o que 1830 tem a ver, mas sou bem."
90.0,93.0,"Não sei, mas agora já é 1831."
93.0,95.0,"Não, a quem ainda está 1830?"
95.0,96.0,"Aqui no meu, enfim."
96.0,98.0,"Acerto, seu, aí."
98.0,100.0,Eu falava pela coisa.
100.0,110.0,"Mas então, edição de número 400 e nós só temos a agradecer aos nossos ouvintes."
110.0,115.0,"Todo mundo que nos apoia nessa jornada, todo mundo que compartilha o nosso trabalho,"
115.0,118.0,todo mundo que confia no nosso trabalho.
118.0,124.0,"A gente tem pouco a pouco gougado, conquistado espaço."
124.0,131.0,Agradecer claros nossos amigos que também apõe nosso trabalho sem participam por aqui.
131.0,138.0,"Então, professor Guilherme Casarões, nosso amigo Marco Gomes, que inclusive nos mandou de presente"
138.0,141.0,2 camisas diretamente do Marrocos.
141.0,142.0,Isso.
142.0,144.0,"Eu fiquei com a verde, obviamente."
144.0,146.0,Eu fiquei com a vermelha do Wydada.
146.0,152.0,"E, enfim, são muitas pessoas pro Sora Maria Naubuquerque, participou recentemente."
152.0,159.0,"Todos os pessoas, nosso Gustavo Rebelo, Ana Paula Saviate, Ana Paula Saviate,"
159.0,163.0,"Natalia Interstell, que sempre participa aqui em época de Coppe."
163.0,170.0,"Em fim, são várias pessoas, nossa queridíssima Carol Coneg, que sempre nos ajuda nos bastidores, Camila Madrid."
170.0,173.0,"Enfim, o pessoal aqui, obviamente, nascentro 3."
173.0,180.0,"Também a professora Ana Luisa de Morais Campos, o DF Nascimento, a professora Munique Sauratièves,"
180.0,182.0,o Eitor Loureiro.
182.0,187.0,"Então, é muita gente para a gente agradecer no final do programa de seus recadinhos,"
187.0,191.0,"mas, principal, é 400 edições do Chaudre Iserbal."
191.0,198.0,"Muitos minutos publicados no ar de forma gratuita, produto gratuito, que a gente tenta"
198.0,202.0,garantir sempre a qualidade do do conhecimento que a gente repassa para vocês.
202.0,206.0,"Então, só temos a agradecer."
206.0,210.0,E passemos para o primeiro bloco do giro de notícias.
210.0,220.0,Giro de notícias.
220.0,235.0,Notícias da segunda-feira passada de 21 de outubro.
235.0,243.0,"Presidente de Moldova, a Lega, que compra de votos, afetou resultados do referendo"
243.0,246.0,sobre a União Europeia.
246.0,253.0,"Então, meu caro Matias, tivemos o referendo sobre a entrada na União Europeia em Moldova."
253.0,260.0,A pergunta do referendo era se a população apoia a mudança na Constituição
260.0,264.0,para viabilizar a ascensão da República de Moldova à União Europeia.
264.0,270.0,"O sim venceu com 50,38% dos votos."
270.0,276.0,"Tivemos um comparecimento de 51,68% do eleitorado."
276.0,283.0,"A diferença em números brutos, gente, foi de menos de 12.000 votos."
283.0,289.0,"E teve um momento que eu, inclusive, postei o print no Twitter."
289.0,296.0,Tenho um momento que a diferença do sim pro não era de 75 votos.
296.0,298.0,"Na 75 mil, 75."
298.0,301.0,Lembrando que em Romano não é nu.
301.0,303.0,"Isso, e sim é da."
303.0,307.0,"Então, da nu."
307.0,310.0,É a língua deles.
310.0,315.0,"O que acabou decidindo mesmo o plento, meu carmatias, foi o voto do exterior."
316.0,321.0,Tanto que nos momentos finais da apuração o sim ganhou essa gordurinha.
321.0,327.0,"Porque nós, exterior, basicamente todos os votos foram a favor da entrada na União Europeia."
327.0,334.0,"Então, por uma margem bastante apertada, tivemos a aprovação da imenda condicional."
334.0,339.0,E imagino que de Moldavos que vivam justamente na União Europeia.
340.0,346.0,"E a presidente, Maya Sandu, disse que ocorreu um ataque a democracia"
346.0,353.0,"e que muitos grupos criminosos tentaram comprar o voto das pessoas,"
353.0,361.0,oferecendo dinheiro ou até cargos regionais que ela chamou de interferência sem precedentes.
362.0,370.0,"Ela não nomeou diretamente a Rússia como responsável por isso,"
370.0,375.0,"porém, ela ensinou que teria sido algo relacionado a Rússia."
375.0,380.0,"E Felipe, na transnisca houve votos?"
380.0,385.0,"Sim, e forma das regiões em que houve a denúncia muito de venda de votos."
386.0,391.0,Das pessoas receberem incentivos pelo não e foi uma das regiões em que não mais venceu.
392.0,398.0,Justamente na transnistra e na parte sul ali que é aquela parte coladinha na Ucrania.
398.0,403.0,"Quer também uma região de muito russos, lembrando que Moldova..."
403.0,409.0,"Moldova, que Moldova como muitos países da União Soviética,"
410.0,418.0,uma das clivagens políticas é o de atores políticos pessoas que defenda uma aproximação maior
418.0,422.0,"com o chamado ocidente, o Neuropé e Estados Unidos,"
422.0,427.0,e os que defenem a manutenção de laços mais fortes com a Rússia.
427.0,432.0,"E no voto para presidente, teremos segundo turno."
433.0,442.0,"42,49% dos votos foram para a Maya Sandu, atual presidente, pro ocidente."
442.0,450.0,"E contra ela, no segundo turno, irá o Alexander Stoyano-Glo, com 26% dos votos."
450.0,456.0,"Ele, que é do Partido Pro Rússia, o Partido Socialista da República de Moldova,"
456.0,459.0,que é o principal partido pro Rússia.
460.0,469.0,"E com quase 14% dos votos ficou o Renato Ussati, que é de um partido de esquerda,"
469.0,472.0,"né, o Partido Social Democrata de Esquerda em Moldova."
472.0,473.0,O nosso partido?
473.0,474.0,O nosso partido.
474.0,477.0,E o nosso deles.
477.0,479.0,"O deles, mas que eles falam o nosso."
479.0,484.0,E o segundo turno será no dia 3 de novembro.
484.0,489.0,Notícia da última terça-feira de a 22 de outubro.
489.0,498.0,Quase de 18 milhões de pessoas já votaram na eleição presidencial dos Estados Unidos.
498.0,504.0,"Então, esse programa aqui vai ter muita eleição, até porque nesse final de semana agora"
504.0,508.0,"vai ser um final de semana, um lula-palús electoral."
508.0,510.0,"Inclusive aqui, no Brasa."
510.0,513.0,"Inclusive os segundo turno das eleições municipais, muito bem lembrado."
514.0,521.0,"Então, você, você ouvinte, separe o seu título de eleitura, compareça a festa da democracia."
521.0,530.0,"Mas, no caso dos Estados Unidos, nós já temos cerca de 18 milhões de pessoas que votaram de maneira antecipada,"
530.0,539.0,"ou por correio, inicialmente imaginávasi que esse seria um voto que favoreceria os democratas."
539.0,550.0,"Porém, a maior parte desses votos por correio que estão correndo nessa eleição agora são de republicanos para garantir o seu voto."
550.0,557.0,Esse número é mais ou menos metade dos votos antecipados nessa mesma altura do campeonato.
557.0,566.0,"Em 2020, lembrando que, em 2020, nós tivemos uma grande campanha pelo voto por correio, devido a pandemia de covid"
567.0,572.0,e os republicanos criam a teoria da conspiração de que isso foi parte da fraude.
572.0,577.0,"Esse foi um voto muito importante para o Joe Biden, de fato, porque a gente falava aqui."
577.0,580.0,Muita gente não sairia de casa para votar no Joe Biden.
580.0,584.0,"Mas, já que estou aqui, eu vou garantir o voto."
584.0,591.0,"Mas, agora, como eu disse, a maioria desse voto é de regiões tradicionalmente republicanas."
591.0,599.0,"Segundo as mais recentes pesquisas, eles continuam empatados dentro da margem técnica, dentro da margem de erro."
599.0,605.0,E a maioria dos estados suingueiros também continuam empatados.
605.0,616.0,"Então, assim, é muito difícil nesse momento cravar algum resultado, algum palpite, alguma coisa assim."
617.0,628.0,"E, no 538, pensando estatísticamente, mas repito dentro das margeiros, o Trump tem 52% de chance de vitória."
628.0,639.0,"Então, é um cenário que está bastante apertado e, repito, quase impossível você fazer qualquer tipo de previsão, alguma coisa assim."
640.0,644.0,"O fato aqui, e aí são teculas que a gente bate aqui há 8 anos."
644.0,651.0,O Trump tem uma capacidade de engajar o seu eleitorado que nenhuma outra figura política nos Estados Unidos tem.
651.0,657.0,"Se tiver um furacão na flore da no dia da eleição, o Trumpista vai votar no Trump."
657.0,659.0,Exempli potético.
659.0,661.0,"Exempli potético, mas assim, o cara vai."
662.0,670.0,"Agora, o eleitor da Câmara Harris entendeu se tiver passando a reprisa e jogo de NBA do time favorito dele,"
670.0,674.0,"tá capaz de ele vai, quer saber ficar aqui em casa comendo meu baute de frango frito."
674.0,688.0,"Até porque, no sistema eleitoral, o estado unidense, por exemplo, em estados que os democratas, por exemplo, costumam vencer,"
688.0,693.0,não tem esse voto tão engajado.
693.0,694.0,Isso.
694.0,704.0,"E os setores que poderem se engajar com a Câmara Harris, o governo Biden faz questão de alienar, que a gente fala que o eleitorado jovem não branco."
704.0,712.0,"E vamos lembrar outra coisa que a gente também comenta aqui, que a reeleição dos Estados Unidos ela é extremamente elitista,"
712.0,728.0,"então ela é numa terça-feira, pra justamente de origem ali, período da segregação, pra impedir que os trabalhadores, que os não-brancos possam ir trabalhar, garantir o seu voto."
728.0,734.0,"Então, é uma eleição que o próprio vado ela sendo uma terça-feira também garante um componente elitista nela."
734.0,745.0,"Aí vamos passar aqui por outras notícias dos Estados Unidos e da campanha, mas assim essa semana tivemos a ação ensinada do Donald Trump no McDonald's,"
745.0,753.0,"que ele operou entre aspas, uma fritadeira e tal. E assim, o Donald Trump, ele genuinamente ama o McDonald's."
753.0,762.0,"Lembra da quando ele recebeu uma equipe do colo, de que foi capítulo futeuam-americano no colo, que serviu festfude buscar."
762.0,773.0,"Tinha lá uma questão do chate da um, inclusive alguma coisa assim, mas ele se viu festfude pros caras, ele come festfude quando está em campanha e tal, quando está viajando."
773.0,786.0,"E eu já vi uma explicação, que é o meu ver faz sentido, que um dos motivos do amor do Trump por McDonald's, por festfude, mas por McDonald's específico, é o fato de ele ser genomofóbico."
786.0,795.0,"Então, tipo, é uma comida que vai ter sempre um padrão de qualidade e é uma comida feita pra você comer instantanamente, ela não fica liguardada."
