start_segment,end_segment,text
0.0,4.0,O Podiqueche que você ouve agora uma produção da Centra ou III.
4.0,17.0,Começa agora ao Chadreis Verbal.
17.0,24.0,Bom crepúsculo ouvinte da Centra ou III está começando mais o
24.0,26.0,dia.
26.0,32.0,A sua revista semanal de política internacional em formato Podiqueche.
32.0,36.0,Meu nome é Matias Pinto e como sempre estão ao lado dele.
36.0,42.0,"Meu amigo e companheiro, Felipe Nobre Figueiredo, o homem por trás do tabuleiro."
42.0,44.0,"Olá, meu carmatias."
44.0,46.0,"Olá, todos nós ouvintes."
46.0,50.0,"Estamos aqui nos óvinos, precedidos nos vulga, nos tolera, nos amanos deseja."
50.0,56.0,Nós nos tira no ouvido chegando aqui a edição de número
56.0,62.0,392 do Chadreis Verbal.
62.0,66.0,Você pensou alguma coisa que o 392 tem alguma lhe de ônibus?
66.0,68.0,Tem 1.
68.0,70.0,Tem 1.
70.0,76.0,O senhor me decepcionou porque eu achei que você tem alguma lhe de ônibus na cabeça.
76.0,78.0,Tem uma bangúca delária.
78.0,80.0,Via Pado de Miguel.
80.0,82.0,Via Pado de Miguel.
82.0,84.0,"É assim, um rolê pelas ONUES."
84.0,92.0,Estamos aqui com uma presença no estúdio de um representante da geração Z
92.0,96.0,que dá risada do Big Chungus.
96.0,102.0,"A gente que atingiu um audiência mais jovem também, mas brincadeiras a parte"
102.0,106.0,estamos aqui recebendo um aluno de jornalismo da Casper Líbero
106.0,114.0,que quis ver como é uma gravação porque ele acha que ele vai aprender alguma coisa.
114.0,118.0,Ele aprendeu que existe um club chamado Juventude.
118.0,120.0,Mas enfim.
120.0,124.0,"É isso, o Nicolas Proença está aqui ouvi."
124.0,126.0,Eu não falei o nome dele.
126.0,128.0,"Desculpa, participando aqui da gravação."
128.0,130.0,"E bem, sem mais."
130.0,134.0,"Agora falando, Sera, nós agradecemos todo o carinho que recebemos muitas vezes"
134.0,138.0,estudantes de jornalismo ou de relação entre nasionais.
138.0,140.0,"Enfim, a gente sabe carinho de muitos estudantes."
140.0,145.0,"Claro, mas os jornalismo também costumam se interessar pela nossa presença na Mindy"
145.0,146.0,apodquest.
146.0,151.0,"A gente fica eles onjiado porque a gente começou o podcast, basicamente,"
151.0,156.0,"sim, fome ideia do Matias, encrar um podcast, me chamar que eu tinha feito blog"
156.0,161.0,"de Adirizer Ball e já ia a gente daqui a pouco vai fazer 400 edições,"
161.0,167.0,"depois 10 anos de podcast, então a gente fica feliz de estar presente na vida"
167.0,169.0,dessas pessoas que fazem a gente se intivelha.
169.0,172.0,"Ele não viu o Brasil ganhar uma Copa do Mundo, esse menino."
172.0,174.0,"Não, não, não viu ele na navio."
174.0,179.0,"Exatamente, ele não era nascido dar o tio a escubraseu ganhar uma Copa do Mundo."
179.0,185.0,"Eu me sinto, assim, eu estou tendo uma crise de meidade nesse momento."
