start_segment,end_segment,text
0.0,4.64,O Podqueste que você ouve agora uma produção da Centra ou 13
4.64,16.68,Comessa agora o Chadreis Verbal
16.68,22.88,Bom crepúsculo ouvintes da Centra ou 3
22.88,26.72,Está começando mais o Medição do Chadreis Verbal
26.72,33.76,A sua revista semanal de política internacional em formato podcastal
33.76,36.84,Meu nome é Matias Pinto e como sempre estou ao lado dele
36.84,40.4,"Meu amigo e companheiro, Felipe Nobre Figueiredo"
40.4,43.6,O homem por trás do tabuleiro
43.6,46.72,Olá meu carmatias ou lá todos nós noventes
46.72,50.4,"Todo mundo que nos ouvre nos prestigia, nos vulga, nos tolera, nos ame nos deseja"
50.4,53.84,"Diz que nos odeia, mas nos tira do ouvido"
53.84,62.08,Chegando na suréria edição de número 389 do Podqueste Chadreis Verbal
62.08,69.44,"E segundo o Google, o 389, ele sai do terminal metropolitano, o tabuão"
69.44,75.04,"E vai até o jardim Santa de Vígis, é uma linha de guarulhos"
75.04,78.24,Então obviamente não...
78.24,79.96,Não atende a nós dois
80.0,85.08,Eu não teria como conhecer porque passa perto do parquecológico do TT
85.08,87.88,Dos nossos amigos da Ospileste
87.88,92.6,Imagina que deve passar perto do CT do Corinthians também
92.6,95.72,Mas infelizmente não conhecesse ônibus
95.72,98.6,Então se você está nos ouvindo e pega esse ônibus
98.6,102.2,Um abraço dobrado para você hoje
102.2,107.8,"E manda um abraço a todo mundo que esteve, ontem a noite"
107.8,112.12,Quarta-feira de 31 de julho no auditório do Masspe
112.12,116.04,Pro evento sobre a japoníteja da Armena e do Calca
116.04,119.56,"As organizado pelo Gabi, estava lá no nosso queridíssimo"
119.56,124.2,"Eitor Loureiro, além de outras presenças ilustres"
124.2,128.76,"Como Fernandandrade, Bettin Anton, Rodrigo Cavaleiro"
128.76,131.32,Guga Chakra que foi homenageado
131.32,136.2,"Os nossos ouvintes Pedrão Grichek, Augusto XII"
136.2,139.56,"Estavam lá, foi muito bom revelos, vários ouvintes"
139.56,142.12,"Foi muito carinhoso, recebeu vários abraços"
142.12,143.16,Aqui de volta
143.16,145.72,Inclusive do nosso ouvinte Jonathan
145.72,149.16,Foi muito carinhoso que a gente ou nosso ouvinte Boliviano
149.16,151.88,"Que reside aqui em São Paulo, abraço para ele"
151.88,155.8,E este aqui é daqueles programas que vai ser longo
155.8,158.6,Vai ter bastante coisa porque é uma semana do cano
158.6,161.32,Então a gente faz um lembrete pra você
161.32,163.32,Se você é ouvinte novo e tal
163.32,166.36,"Você pode ouvir por partes, o podcast como Matias fala"
166.36,171.24,"Uma revista semanal, pra ser consumido por toda semana"
